Year,Table,Mother's Age Range,Mother's Race/Ethnicity,Month Prenatal Care Began,Count
2014,6b,Total,Black Non-Hisp,PNC Start Unk,308
2014,6b,N.S.,White Hispanic,PNC Start Unk,0
2014,6b,Total,Total Births,All,"238,000"
2014,6b,45+,Black Hispanic,No PNC,0
2014,6b,18-19,Other Non-Hisp,7th - 9th Month,61
2014,6b,35-39,White Non-Hisp,1st - 3rd Month,"17,161"
2014,6b,45+,Black Non-Hisp,1st - 3rd Month,84
2014,6b,<15,White Non-Hisp,PNC Start Unk,0
2014,6b,15-17,White Non-Hisp,All,551
2014,6b,35-39,Total Births,All,"40,116"
2014,6b,45+,Total Births,All,866
2014,6b,40-44,White Non-Hisp,7th - 9th Month,113
2014,6b,N.S.,White Non-Hisp,7th - 9th Month,1
2014,6b,25-29,White Non-Hisp,4th - 6th Month,"4,535"
2014,6b,45+,Total Births,No PNC,5
2014,6b,25-29,White Non-Hisp,1st - 3rd Month,"23,665"
2015,6b,45+,Other Non-Hisp,PNC Start Unk,2
2015,6b,<15,Other Hispanic,PNC Unk,1
2015,6b,20-24,Black Non-Hisp,No PNC,98
2015,6b,<15,White Hispanic,1st - 3rd Month,6
2015,6b,35-39,Other Hispanic,4th - 6th Month,633
2015,6b,30-34,Black Non-Hisp,1st - 3rd Month,"5,790"
2015,6b,15-17,Black Hispanic,All,85
2015,6b,35-39,White Hispanic,7th - 9th Month,173
2015,6b,Total,Other Hispanic,7th - 9th Month,"1,213"
2015,6b,15-17,Other Hispanic,1st - 3rd Month,227
2015,6b,20-24,White Hispanic,No PNC,50
2015,6b,25-29,Total Births,4th - 6th Month,"11,262"
2015,6b,40-44,White Non-Hisp,All,"4,793"
2015,6b,N.S.,Other Non-Hisp,No PNC,0
2015,6b,18-19,White Hispanic,All,"1,276"
2015,6b,N.S.,Black Non-Hisp,4th - 6th Month,0
2015,6b,30-34,Other Non-Hisp,7th - 9th Month,483
2015,6b,30-34,Total Births,All,"71,701"
2015,6b,Total,White Hispanic,PNC Unk,616
2015,6b,40-44,Black Hispanic,7th - 9th Month,2
2015,6b,18-19,Black Hispanic,PNC Start Unk,7
2015,6b,45+,White Hispanic,PNC Unk,2
2015,6b,30-34,White Non-Hisp,7th - 9th Month,712
2015,6b,30-34,Black Non-Hisp,All,"8,764"
2015,6b,30-34,White Non-Hisp,PNC Unk,636
2015,6b,N.S.,Other Non-Hisp,1st - 3rd Month,0
2015,6b,18-19,Black Non-Hisp,No PNC,24
2015,6b,35-39,Black Non-Hisp,PNC Start Unk,41
2015,6b,35-39,Total Births,No PNC,162
2015,6b,30-34,White Hispanic,1st - 3rd Month,"5,649"
2015,6b,45+,Other Hispanic,No PNC,0
2015,6b,Total,White Non-Hisp,PNC Start Unk,752
2015,6b,45+,Black Non-Hisp,1st - 3rd Month,129
2015,6b,20-24,Total Births,All,"40,031"
2015,6b,N.S.,Other Non-Hisp,PNC Start Unk,0
2015,6b,20-24,White Non-Hisp,4th - 6th Month,"3,406"
2015,6b,30-34,Other Hispanic,PNC Unk,89
2015,6b,20-24,Other Hispanic,4th - 6th Month,"1,371"
2015,6b,15-17,Other Hispanic,PNC Start Unk,6
2015,6b,25-29,Other Hispanic,PNC Unk,113
2015,6b,25-29,Black Hispanic,No PNC,4
2015,6b,<15,White Hispanic,4th - 6th Month,9
2015,6b,35-39,Total Births,PNC Start Unk,796
2015,6b,<15,Black Hispanic,PNC Start Unk,0
2015,6b,N.S.,Black Non-Hisp,7th - 9th Month,0
2015,6b,45+,White Non-Hisp,1st - 3rd Month,359
2015,6b,18-19,White Non-Hisp,PNC Start Unk,16
2015,6b,20-24,Total Births,7th - 9th Month,"2,542"
2015,6b,15-17,Other Hispanic,4th - 6th Month,154
2015,6b,40-44,Other Non-Hisp,PNC Unk,18
2015,6b,N.S.,White Hispanic,PNC Unk,0
2015,6b,18-19,Other Hispanic,4th - 6th Month,341
2015,6b,<15,Black Hispanic,No PNC,0
2015,6b,<15,White Hispanic,PNC Start Unk,0
2015,6b,40-44,White Hispanic,PNC Unk,19
2015,6b,<15,Other Non-Hisp,4th - 6th Month,1
2015,6b,18-19,Black Non-Hisp,7th - 9th Month,152
2015,6b,45+,White Non-Hisp,7th - 9th Month,10
2015,6b,30-34,Black Hispanic,All,922
2015,6b,20-24,Black Non-Hisp,7th - 9th Month,622
2015,6b,Total,White Hispanic,1st - 3rd Month,"20,795"
2015,6b,20-24,White Hispanic,PNC Start Unk,30
2015,6b,18-19,Black Hispanic,No PNC,3
2015,6b,Total,White Non-Hisp,4th - 6th Month,"15,829"
2015,6b,18-19,Other Hispanic,PNC Start Unk,7
2015,6b,15-17,White Hispanic,7th - 9th Month,63
2015,6b,40-44,White Non-Hisp,PNC Start Unk,50
2015,6b,45+,White Hispanic,1st - 3rd Month,59
2015,6b,30-34,Other Non-Hisp,No PNC,29
2015,6b,45+,Other Hispanic,PNC Unk,0
2015,6b,20-24,White Hispanic,All,"6,056"
2015,6b,20-24,White Non-Hisp,1st - 3rd Month,"12,109"
2015,6b,15-17,Black Non-Hisp,4th - 6th Month,196
2015,6b,Total,White Non-Hisp,PNC Unk,"1,886"
2015,6b,18-19,White Non-Hisp,1st - 3rd Month,"1,411"
2015,6b,25-29,White Non-Hisp,4th - 6th Month,"4,334"
2015,6b,25-29,Black Non-Hisp,PNC Unk,260
2015,6b,Total,Total Births,No PNC,"1,174"
2015,6b,18-19,Total Births,No PNC,70
2015,6b,<15,Black Hispanic,1st - 3rd Month,0
2015,6b,45+,Black Hispanic,PNC Start Unk,1
2015,6b,25-29,White Hispanic,PNC Start Unk,27
2015,6b,30-34,Black Non-Hisp,4th - 6th Month,"1,716"
2015,6b,35-39,White Non-Hisp,1st - 3rd Month,"17,984"
2015,6b,15-17,Black Non-Hisp,7th - 9th Month,97
2015,6b,Total,White Hispanic,PNC Start Unk,121
2015,6b,45+,White Hispanic,All,80
2015,6b,25-29,Total Births,7th - 9th Month,"3,139"
2015,6b,20-24,Black Non-Hisp,PNC Start Unk,82
2015,6b,18-19,Total Births,PNC Unk,198
2015,6b,35-39,White Non-Hisp,All,"21,255"
2015,6b,45+,White Non-Hisp,PNC Unk,6
2015,6b,25-29,Total Births,1st - 3rd Month,"46,178"
2015,6b,25-29,White Non-Hisp,PNC Unk,512
2015,6b,40-44,Other Hispanic,All,784
2015,6b,25-29,Other Hispanic,7th - 9th Month,306
2015,6b,30-34,Black Hispanic,4th - 6th Month,169
2015,6b,N.S.,White Non-Hisp,PNC Unk,0
2015,6b,40-44,White Non-Hisp,4th - 6th Month,606
2015,6b,25-29,Other Non-Hisp,PNC Unk,100
2015,6b,18-19,Other Non-Hisp,4th - 6th Month,111
2015,6b,20-24,Other Non-Hisp,1st - 3rd Month,"2,382"
2015,6b,18-19,Total Births,PNC Start Unk,65
2015,6b,25-29,White Hispanic,All,"8,059"
2015,6b,30-34,Other Non-Hisp,PNC Start Unk,32
2015,6b,15-17,Black Hispanic,7th - 9th Month,17
2015,6b,45+,Other Non-Hisp,4th - 6th Month,21
2015,6b,25-29,Other Non-Hisp,1st - 3rd Month,"6,425"
2015,6b,30-34,White Hispanic,No PNC,30
2015,6b,15-17,White Non-Hisp,All,570
2015,6b,<15,White Non-Hisp,PNC Unk,0
2015,6b,15-17,Other Non-Hisp,1st - 3rd Month,63
2015,6b,35-39,Total Births,7th - 9th Month,"1,508"
2015,6b,35-39,Total Births,All,"41,446"
2015,6b,45+,Other Hispanic,7th - 9th Month,3
2015,6b,18-19,Black Non-Hisp,4th - 6th Month,416
2015,6b,Total,Other Non-Hisp,PNC Unk,393
2015,6b,40-44,Other Hispanic,1st - 3rd Month,538
2015,6b,35-39,White Hispanic,All,"4,524"
2015,6b,45+,Other Non-Hisp,7th - 9th Month,8
2015,6b,18-19,White Hispanic,PNC Unk,50
2015,6b,18-19,Black Hispanic,PNC Unk,9
2015,6b,25-29,Other Hispanic,PNC Start Unk,39
2015,6b,25-29,Black Non-Hisp,No PNC,83
2015,6b,25-29,Black Non-Hisp,PNC Start Unk,74
2015,6b,Total,White Non-Hisp,7th - 9th Month,"2,959"
2015,6b,18-19,White Non-Hisp,No PNC,16
2015,6b,35-39,White Hispanic,PNC Start Unk,17
2020,6b,Total,Total Births,All,"207,590"
2015,6b,Total,Total Births,4th - 6th Month,"41,215"
2015,6b,45+,White Hispanic,7th - 9th Month,3
2015,6b,<15,Total Births,1st - 3rd Month,27
2015,6b,15-17,Black Non-Hisp,All,562
2015,6b,35-39,White Hispanic,4th - 6th Month,743
2015,6b,<15,Other Non-Hisp,7th - 9th Month,1
2015,6b,Total,Other Hispanic,4th - 6th Month,"5,260"
2015,6b,N.S.,Other Hispanic,No PNC,0
2015,6b,N.S.,Black Non-Hisp,PNC Start Unk,0
2015,6b,35-39,Black Hispanic,1st - 3rd Month,365
2015,6b,18-19,Other Non-Hisp,PNC Start Unk,1
2015,6b,15-17,Total Births,7th - 9th Month,313
2015,6b,45+,White Non-Hisp,4th - 6th Month,82
2015,6b,30-34,Other Non-Hisp,PNC Unk,123
2015,6b,15-17,White Non-Hisp,No PNC,5
2015,6b,45+,Other Non-Hisp,All,118
2015,6b,Total,Black Hispanic,PNC Start Unk,65
2015,6b,15-17,Total Births,4th - 6th Month,794
2015,6b,40-44,Total Births,No PNC,36
2015,6b,15-17,Total Births,PNC Unk,68
2015,6b,<15,Other Non-Hisp,1st - 3rd Month,1
2015,6b,<15,Black Hispanic,7th - 9th Month,2
2015,6b,15-17,Other Non-Hisp,7th - 9th Month,12
2015,6b,35-39,Total Births,1st - 3rd Month,"32,411"
2015,6b,30-34,Other Non-Hisp,All,"10,172"
2015,6b,25-29,Other Hispanic,All,"5,868"
2015,6b,40-44,Other Non-Hisp,1st - 3rd Month,"1,090"
2015,6b,45+,Black Non-Hisp,4th - 6th Month,38
2015,6b,20-24,Black Hispanic,No PNC,6
2015,6b,Total,White Non-Hisp,1st - 3rd Month,"91,263"
2015,6b,15-17,White Hispanic,4th - 6th Month,173
2015,6b,40-44,White Hispanic,No PNC,6
2015,6b,N.S.,Total Births,PNC Unk,0
2015,6b,40-44,White Non-Hisp,PNC Unk,72
2015,6b,20-24,White Hispanic,4th - 6th Month,"1,469"
2015,6b,30-34,White Non-Hisp,1st - 3rd Month,"32,240"
2015,6b,30-34,Black Hispanic,PNC Start Unk,12
2015,6b,<15,Other Hispanic,PNC Start Unk,1
2015,6b,20-24,Other Non-Hisp,4th - 6th Month,864
2015,6b,15-17,Other Non-Hisp,No PNC,2
2015,6b,45+,Black Hispanic,PNC Unk,0
2015,6b,40-44,Black Hispanic,1st - 3rd Month,78
2015,6b,<15,Other Non-Hisp,All,4
2015,6b,18-19,Other Non-Hisp,1st - 3rd Month,227
2015,6b,40-44,White Hispanic,1st - 3rd Month,866
2015,6b,Total,Other Non-Hisp,PNC Start Unk,95
2015,6b,<15,Black Non-Hisp,All,27
2015,6b,18-19,White Non-Hisp,4th - 6th Month,547
2015,6b,45+,Other Hispanic,1st - 3rd Month,29
2015,6b,20-24,Black Hispanic,All,"1,084"
2015,6b,20-24,Other Hispanic,All,"4,795"
2015,6b,20-24,Black Hispanic,1st - 3rd Month,635
2015,6b,40-44,Other Hispanic,PNC Start Unk,5
2015,6b,<15,White Non-Hisp,4th - 6th Month,6
2015,6b,20-24,Other Hispanic,No PNC,24
2015,6b,40-44,Other Hispanic,PNC Unk,11
2015,6b,30-34,Black Non-Hisp,PNC Start Unk,62
2015,6b,15-17,Other Non-Hisp,PNC Start Unk,1
2015,6b,<15,Total Births,All,94
2015,6b,18-19,White Hispanic,1st - 3rd Month,709
2015,6b,45+,White Hispanic,No PNC,0
2015,6b,<15,Total Births,4th - 6th Month,33
2015,6b,18-19,Black Non-Hisp,1st - 3rd Month,681
2015,6b,25-29,Black Hispanic,PNC Start Unk,9
2015,6b,35-39,Black Non-Hisp,All,"5,528"
2015,6b,45+,Total Births,4th - 6th Month,172
2015,6b,Total,Total Births,PNC Start Unk,"3,233"
2015,6b,40-44,Black Non-Hisp,PNC Start Unk,16
2015,6b,45+,Black Hispanic,All,8
2015,6b,18-19,Other Non-Hisp,All,396
2015,6b,40-44,Black Non-Hisp,7th - 9th Month,143
2015,6b,<15,White Non-Hisp,1st - 3rd Month,5
2015,6b,15-17,Other Hispanic,All,468
2015,6b,25-29,Black Non-Hisp,All,"9,440"
2015,6b,25-29,Black Hispanic,All,"1,143"
2015,6b,45+,Other Non-Hisp,1st - 3rd Month,87
2015,6b,<15,Total Births,PNC Unk,5
2015,6b,25-29,Black Hispanic,4th - 6th Month,255
2015,6b,35-39,White Hispanic,1st - 3rd Month,"3,479"
2015,6b,45+,Black Hispanic,No PNC,0
2015,6b,Total,Other Hispanic,PNC Unk,408
2015,6b,30-34,Black Non-Hisp,PNC Unk,218
2015,6b,45+,Total Births,No PNC,2
2015,6b,40-44,White Non-Hisp,No PNC,15
2015,6b,25-29,Black Hispanic,7th - 9th Month,61
2015,6b,40-44,Other Hispanic,7th - 9th Month,40
2015,6b,25-29,Black Non-Hisp,1st - 3rd Month,"6,042"
2015,6b,N.S.,Black Hispanic,All,1
2015,6b,Total,Total Births,1st - 3rd Month,"174,363"
2015,6b,30-34,Other Hispanic,No PNC,23
2015,6b,Total,Other Hispanic,PNC Start Unk,139
2015,6b,<15,Total Births,No PNC,5
2015,6b,<15,White Non-Hisp,All,13
2015,6b,N.S.,White Hispanic,PNC Start Unk,0
2015,6b,Total,Black Non-Hisp,7th - 9th Month,"3,445"
2015,6b,40-44,Black Hispanic,PNC Unk,2
2015,6b,<15,White Hispanic,PNC Unk,0
2015,6b,15-17,White Hispanic,PNC Start Unk,1
2015,6b,30-34,Total Births,No PNC,235
2015,6b,35-39,Other Hispanic,1st - 3rd Month,"2,088"
2015,6b,45+,Other Hispanic,4th - 6th Month,13
2015,6b,20-24,Other Hispanic,7th - 9th Month,330
2015,6b,N.S.,White Hispanic,All,0
2015,6b,35-39,Black Hispanic,All,498
2015,6b,<15,Other Hispanic,All,26
2015,6b,45+,Black Non-Hisp,All,178
2015,6b,N.S.,Total Births,1st - 3rd Month,2
2015,6b,20-24,Black Non-Hisp,1st - 3rd Month,"4,276"
2015,6b,35-39,Black Non-Hisp,4th - 6th Month,"1,106"
2015,6b,40-44,White Hispanic,4th - 6th Month,198
2015,6b,30-34,Other Non-Hisp,4th - 6th Month,"1,470"
2015,6b,20-24,Other Hispanic,1st - 3rd Month,"2,909"
2015,6b,Total,White Hispanic,No PNC,191
2015,6b,18-19,Black Hispanic,All,198
2015,6b,45+,Black Non-Hisp,No PNC,0
2015,6b,15-17,White Hispanic,1st - 3rd Month,274
2015,6b,20-24,White Hispanic,7th - 9th Month,447
2015,6b,20-24,Black Hispanic,7th - 9th Month,97
2015,6b,35-39,Black Non-Hisp,1st - 3rd Month,"3,647"
2015,6b,25-29,White Hispanic,PNC Unk,147
2015,6b,15-17,Black Hispanic,No PNC,1
2015,6b,<15,Other Hispanic,4th - 6th Month,7
2015,6b,<15,Total Births,7th - 9th Month,21
2015,6b,Total,Total Births,All,"235,964"
2015,6b,Total,Black Non-Hisp,1st - 3rd Month,"21,868"
2015,6b,20-24,Other Non-Hisp,All,"3,667"
2015,6b,N.S.,Total Births,No PNC,0
2015,6b,<15,White Non-Hisp,PNC Start Unk,0
2015,6b,18-19,White Non-Hisp,PNC Unk,35
2015,6b,15-17,Other Non-Hisp,4th - 6th Month,56
2015,6b,20-24,Black Non-Hisp,All,"7,184"
2015,6b,N.S.,White Hispanic,No PNC,0
2015,6b,20-24,Other Non-Hisp,PNC Start Unk,11
2015,6b,45+,White Hispanic,PNC Start Unk,0
2015,6b,40-44,Total Births,PNC Start Unk,218
2015,6b,40-44,Black Hispanic,4th - 6th Month,38
2015,6b,35-39,Black Non-Hisp,7th - 9th Month,568
2015,6b,Total,Other Hispanic,1st - 3rd Month,"13,956"
2015,6b,15-17,Black Hispanic,1st - 3rd Month,32
2015,6b,18-19,White Non-Hisp,All,"2,148"
2015,6b,30-34,Other Hispanic,7th - 9th Month,215
2015,6b,35-39,Black Hispanic,4th - 6th Month,85
2015,6b,Total,Other Non-Hisp,1st - 3rd Month,"23,069"
2015,6b,<15,White Hispanic,All,18
2015,6b,Total,Black Hispanic,4th - 6th Month,914
2015,6b,20-24,White Hispanic,1st - 3rd Month,"3,905"
2015,6b,N.S.,Black Hispanic,4th - 6th Month,0
2015,6b,Total,Total Births,PNC Unk,"4,687"
2015,6b,40-44,Total Births,PNC Unk,157
2015,6b,40-44,Black Non-Hisp,All,"1,619"
2015,6b,20-24,Other Non-Hisp,7th - 9th Month,317
2015,6b,18-19,Other Non-Hisp,No PNC,6
2015,6b,25-29,Total Births,PNC Start Unk,615
2015,6b,20-24,Total Births,1st - 3rd Month,"26,417"
2015,6b,Total,Other Non-Hisp,4th - 6th Month,"5,245"
2015,6b,Total,Black Hispanic,PNC Unk,132
2015,6b,40-44,Black Non-Hisp,4th - 6th Month,364
2015,6b,25-29,Total Births,All,"62,777"
2015,6b,40-44,Total Births,4th - 6th Month,"1,631"
2015,6b,18-19,Total Births,1st - 3rd Month,"3,739"
2015,6b,<15,White Hispanic,7th - 9th Month,3
2015,6b,20-24,Other Hispanic,PNC Start Unk,39
2015,6b,Total,White Non-Hisp,No PNC,408
2015,6b,25-29,Black Non-Hisp,4th - 6th Month,"2,064"
2015,6b,<15,Black Hispanic,4th - 6th Month,1
2015,6b,40-44,White Non-Hisp,1st - 3rd Month,"3,951"
2015,6b,45+,Black Hispanic,1st - 3rd Month,5
2015,6b,30-34,Black Non-Hisp,7th - 9th Month,925
2015,6b,N.S.,Other Hispanic,PNC Start Unk,0
2015,6b,N.S.,White Non-Hisp,4th - 6th Month,0
2015,6b,20-24,White Hispanic,PNC Unk,155
2015,6b,15-17,Total Births,1st - 3rd Month,"1,176"
2015,6b,40-44,White Hispanic,All,"1,136"
2015,6b,40-44,Black Non-Hisp,No PNC,10
2015,6b,N.S.,Total Births,4th - 6th Month,1
2015,6b,20-24,White Non-Hisp,PNC Unk,277
2015,6b,20-24,Total Births,No PNC,313
2015,6b,45+,Other Hispanic,PNC Start Unk,0
2015,6b,N.S.,Other Hispanic,All,0
2015,6b,N.S.,Black Hispanic,1st - 3rd Month,1
2015,6b,35-39,Other Hispanic,PNC Unk,43
2015,6b,Total,Other Hispanic,All,"21,079"
2015,6b,25-29,White Non-Hisp,PNC Start Unk,183
2015,6b,N.S.,White Non-Hisp,All,4
2015,6b,18-19,Other Hispanic,No PNC,9
2015,6b,15-17,Other Hispanic,PNC Unk,12
2015,6b,45+,Total Births,PNC Unk,9
2015,6b,Total,Black Non-Hisp,4th - 6th Month,"7,764"
2015,6b,35-39,Other Non-Hisp,PNC Unk,71
2015,6b,30-34,Total Births,1st - 3rd Month,"56,135"
2015,6b,25-29,Other Non-Hisp,All,"8,657"
2015,6b,15-17,Total Births,PNC Start Unk,28
2015,6b,18-19,White Non-Hisp,7th - 9th Month,123
2015,6b,40-44,White Non-Hisp,7th - 9th Month,99
2015,6b,Total,White Hispanic,4th - 6th Month,"5,894"
2015,6b,18-19,Black Non-Hisp,All,"1,357"
2015,6b,Total,White Hispanic,7th - 9th Month,"1,627"
2015,6b,15-17,White Non-Hisp,PNC Start Unk,1
2015,6b,N.S.,Black Hispanic,PNC Unk,0
2015,6b,<15,White Non-Hisp,No PNC,1
2015,6b,N.S.,Other Non-Hisp,PNC Unk,0
2015,6b,45+,Total Births,All,927
2015,6b,30-34,Total Births,4th - 6th Month,"10,235"
2015,6b,45+,Total Births,PNC Start Unk,40
2015,6b,Total,White Hispanic,All,"29,244"
2015,6b,20-24,Black Non-Hisp,PNC Unk,250
2015,6b,25-29,White Hispanic,1st - 3rd Month,"5,848"
2015,6b,Total,White Non-Hisp,All,"113,097"
2015,6b,<15,Other Non-Hisp,PNC Unk,0
2015,6b,40-44,White Hispanic,7th - 9th Month,43
2015,6b,25-29,White Hispanic,No PNC,56
2015,6b,30-34,White Hispanic,7th - 9th Month,357
2015,6b,30-34,Black Hispanic,PNC Unk,19
2015,6b,20-24,Black Hispanic,PNC Unk,45
2015,6b,25-29,Other Non-Hisp,No PNC,18
2015,6b,20-24,White Non-Hisp,No PNC,102
2015,6b,<15,Black Non-Hisp,4th - 6th Month,8
2015,6b,40-44,Total Births,7th - 9th Month,398
2015,6b,18-19,Other Non-Hisp,PNC Unk,10
2015,6b,15-17,Other Non-Hisp,All,137
2015,6b,35-39,Black Hispanic,No PNC,4
2015,6b,15-17,Other Hispanic,No PNC,8
2015,6b,15-17,Black Hispanic,PNC Unk,3
2015,6b,30-34,Other Hispanic,PNC Start Unk,27
2015,6b,<15,Other Non-Hisp,No PNC,1
2015,6b,35-39,Other Hispanic,7th - 9th Month,129
2015,6b,<15,Black Non-Hisp,No PNC,0
2015,6b,30-34,Total Births,PNC Start Unk,"1,061"
2015,6b,15-17,White Hispanic,All,546
2015,6b,Total,Other Non-Hisp,No PNC,104
2015,6b,N.S.,Other Hispanic,PNC Unk,0
2015,6b,Total,Other Non-Hisp,All,"30,554"
2015,6b,20-24,Black Non-Hisp,4th - 6th Month,"1,856"
2015,6b,40-44,Other Non-Hisp,PNC Start Unk,8
2015,6b,35-39,White Non-Hisp,4th - 6th Month,"2,373"
2015,6b,35-39,Other Hispanic,No PNC,11
2015,6b,45+,Total Births,1st - 3rd Month,669
2015,6b,40-44,Black Hispanic,No PNC,0
2015,6b,N.S.,Other Hispanic,4th - 6th Month,0
2015,6b,45+,Black Hispanic,7th - 9th Month,0
2015,6b,40-44,Other Hispanic,No PNC,2
2015,6b,Total,Black Non-Hisp,PNC Unk,946
2015,6b,Total,Other Non-Hisp,7th - 9th Month,"1,648"
2015,6b,<15,Other Hispanic,1st - 3rd Month,11
2015,6b,25-29,Other Non-Hisp,7th - 9th Month,500
2015,6b,N.S.,Black Non-Hisp,No PNC,0
2015,6b,15-17,Black Non-Hisp,No PNC,12
2015,6b,30-34,Total Births,PNC Unk,"1,277"
2015,6b,N.S.,Total Births,7th - 9th Month,3
2015,6b,15-17,Total Births,All,"2,417"
2015,6b,N.S.,Black Non-Hisp,All,0
2015,6b,45+,Black Non-Hisp,7th - 9th Month,11
2015,6b,15-17,White Non-Hisp,PNC Unk,8
2015,6b,45+,Black Non-Hisp,PNC Unk,0
2015,6b,18-19,White Hispanic,PNC Start Unk,11
2015,6b,Total,Black Non-Hisp,No PNC,331
2015,6b,Total,Total Births,7th - 9th Month,"11,292"
2015,6b,18-19,Other Hispanic,All,"1,070"
2015,6b,Total,Black Non-Hisp,PNC Start Unk,305
2015,6b,N.S.,Black Hispanic,PNC Start Unk,0
2015,6b,Total,Other Hispanic,No PNC,103
2015,6b,35-39,Other Non-Hisp,4th - 6th Month,895
2015,6b,18-19,Other Hispanic,PNC Unk,17
2015,6b,Total,Black Hispanic,No PNC,23
2015,6b,45+,Black Non-Hisp,PNC Start Unk,0
2015,6b,25-29,Other Hispanic,1st - 3rd Month,"3,997"
2015,6b,25-29,White Non-Hisp,All,"28,921"
2015,6b,18-19,Black Hispanic,1st - 3rd Month,103
2015,6b,35-39,Black Hispanic,7th - 9th Month,27
2015,6b,15-17,White Hispanic,PNC Unk,25
2015,6b,35-39,Other Non-Hisp,All,"5,986"
2015,6b,25-29,White Hispanic,4th - 6th Month,"1,556"
2015,6b,N.S.,White Non-Hisp,PNC Start Unk,0
2015,6b,<15,Black Non-Hisp,PNC Start Unk,1
2015,6b,35-39,White Non-Hisp,7th - 9th Month,378
2015,6b,25-29,Black Non-Hisp,7th - 9th Month,917
2015,6b,N.S.,White Hispanic,7th - 9th Month,0
2015,6b,N.S.,Other Non-Hisp,All,0
2015,6b,18-19,Total Births,7th - 9th Month,575
2015,6b,35-39,Black Non-Hisp,PNC Unk,115
2015,6b,20-24,White Non-Hisp,7th - 9th Month,691
2015,6b,30-34,White Non-Hisp,4th - 6th Month,"4,298"
2015,6b,45+,White Non-Hisp,PNC Start Unk,18
2015,6b,35-39,Other Non-Hisp,PNC Start Unk,24
2015,6b,35-39,White Non-Hisp,PNC Unk,340
2015,6b,15-17,Black Non-Hisp,1st - 3rd Month,234
2015,6b,30-34,Other Hispanic,4th - 6th Month,"1,164"
2015,6b,30-34,White Non-Hisp,No PNC,93
2015,6b,18-19,Other Hispanic,1st - 3rd Month,571
2015,6b,N.S.,White Non-Hisp,1st - 3rd Month,1
2015,6b,18-19,Other Non-Hisp,7th - 9th Month,41
2015,6b,18-19,Black Non-Hisp,PNC Unk,66
2015,6b,30-34,White Hispanic,4th - 6th Month,"1,349"
2015,6b,35-39,Black Hispanic,PNC Start Unk,8
2015,6b,N.S.,White Non-Hisp,7th - 9th Month,3
2015,6b,30-34,White Hispanic,PNC Start Unk,31
2015,6b,15-17,Total Births,No PNC,38
2015,6b,20-24,White Non-Hisp,All,"16,730"
2015,6b,25-29,Other Hispanic,4th - 6th Month,"1,389"
2015,6b,35-39,Other Non-Hisp,7th - 9th Month,217
2015,6b,20-24,Other Hispanic,PNC Unk,122
2015,6b,20-24,Black Hispanic,PNC Start Unk,23
2015,6b,35-39,Black Non-Hisp,No PNC,51
2015,6b,40-44,Other Non-Hisp,4th - 6th Month,229
2015,6b,18-19,White Hispanic,4th - 6th Month,381
2015,6b,40-44,White Hispanic,PNC Start Unk,4
2015,6b,35-39,Other Non-Hisp,No PNC,20
2015,6b,35-39,Other Hispanic,PNC Start Unk,15
2015,6b,45+,White Non-Hisp,No PNC,2
2015,6b,<15,Black Non-Hisp,7th - 9th Month,10
2015,6b,45+,Other Non-Hisp,No PNC,0
2015,6b,15-17,White Hispanic,No PNC,10
2015,6b,35-39,Total Births,PNC Unk,705
2015,6b,18-19,White Hispanic,No PNC,12
2015,6b,<15,Black Hispanic,All,3
2015,6b,40-44,Other Non-Hisp,No PNC,3
2015,6b,35-39,Other Hispanic,All,"2,919"
2015,6b,N.S.,Total Births,All,6
2015,6b,30-34,White Hispanic,PNC Unk,133
2015,6b,35-39,Other Non-Hisp,1st - 3rd Month,"4,759"
2015,6b,15-17,Black Non-Hisp,PNC Start Unk,11
2015,6b,<15,Black Non-Hisp,1st - 3rd Month,4
2015,6b,15-17,Other Hispanic,7th - 9th Month,61
2015,6b,30-34,Total Births,7th - 9th Month,"2,758"
2015,6b,Total,Black Hispanic,7th - 9th Month,267
2015,6b,35-39,White Non-Hisp,No PNC,48
2015,6b,15-17,White Non-Hisp,7th - 9th Month,52
2015,6b,N.S.,Other Non-Hisp,4th - 6th Month,0
2015,6b,40-44,Total Births,All,"10,049"
2015,6b,Total,Black Non-Hisp,All,"34,659"
2015,6b,25-29,Black Hispanic,1st - 3rd Month,769
2015,6b,N.S.,Other Non-Hisp,7th - 9th Month,0
2015,6b,20-24,Other Non-Hisp,No PNC,25
2015,6b,35-39,White Hispanic,PNC Unk,85
2015,6b,<15,Black Non-Hisp,PNC Unk,4
2015,6b,45+,White Hispanic,4th - 6th Month,16
2015,6b,30-34,Other Hispanic,1st - 3rd Month,"3,586"
2015,6b,30-34,Black Hispanic,7th - 9th Month,44
2015,6b,40-44,Total Births,1st - 3rd Month,"7,609"
2015,6b,<15,White Hispanic,No PNC,0
2015,6b,15-17,Black Non-Hisp,PNC Unk,12
2015,6b,25-29,Black Hispanic,PNC Unk,45
2015,6b,N.S.,Other Hispanic,1st - 3rd Month,0
2015,6b,40-44,Other Hispanic,4th - 6th Month,188
2015,6b,N.S.,Black Non-Hisp,1st - 3rd Month,0
2015,6b,Total,Black Hispanic,1st - 3rd Month,"2,661"
2015,6b,15-17,Black Hispanic,PNC Start Unk,5
2015,6b,N.S.,Total Births,PNC Start Unk,0
2015,6b,45+,Black Hispanic,4th - 6th Month,2
2015,6b,25-29,Other Hispanic,No PNC,24
